brand,model,model_year,engine,transmission,int_col,accident,price
GMC,Savana 2500 Work Van,2018,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Beige,None reported,33000
Kia,Sorento SXL,2017,3.3L V6 24V GDI DOHC,6-Speed Automatic,Satin Black,None reported,15998
Nissan,Titan SV,2021,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,38000
Jeep,Commander Base,2006,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,6500
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,37995
Kia,Forte GT-Line,2023,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,At least 1 accident or damage reported,24500
GMC,Yukon XL Denali,2017,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,At least 1 accident or damage reported,32000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,None reported,44900
Bentley,Continental GT Speed,2009,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,,59400
Porsche,911 Carrera,2016,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,78000
Acura,MDX w/Advance Package,2023,3.5 Liter SOHC,Automatic,Espresso,None reported,58998
INFINITI,G37 S Sport,2010,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,None reported,16500
BMW,650 i,2014,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,34000
Mercedes-Benz,AMG GT 63 S 4-Door,2020,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,None reported,112500
Audi,Q7 55 Prestige,2019,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,39900
Lexus,LX 600 F SPORT,2023,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,124999
Land,Rover Range Rover Sport Supercharged HSE,2016,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,At least 1 accident or damage reported,26500
Jeep,Gladiator Overland,2020,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,49895
Ford,Mustang V6,2013,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,12990
Lexus,GX 460 Base,2015,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,28000
Lexus,LX 570 Three-Row,2021,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,None reported,87000
INFINITI,QX60 AUTOGRAPH,2022,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Brown,None reported,57999
Volkswagen,Jetta 1.4T SE,2017,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,15995
Mercedes-Benz,E-Class E 300 4MATIC,2018,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,25900
Chevrolet,Silverado 1500 1LT,2017,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,None reported,29999
Chevrolet,Colorado ZR2,2018,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,33500
Lexus,SC 430 Base,2002,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,None reported,15000
GMC,Sierra 1500 SLT,2013,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,None reported,15500
BMW,325 Ci,2004,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,None reported,5750
Toyota,Prius Two,2014,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,At least 1 accident or damage reported,13310
Audi,S6 4.0T Premium Plus,2018,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,49999
Subaru,Legacy 2.5i Premium,2015,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Beige,At least 1 accident or damage reported,15000
Scion,FR-S Monogram,2014,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,8900
Ford,Expedition Max XLT,2021,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Ebony,None reported,42691
BMW,Z3 3.0i Roadster,2001,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,None reported,10500
Ford,Focus ST Base,2014,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,None reported,9495
Porsche,911 Carrera Cabriolet,2006,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,52500
Mercedes-Benz,SL-Class SL 550,2013,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,26900
Kia,Stinger GT2,2018,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,32500
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Beige,At least 1 accident or damage reported,29500
Chevrolet,Suburban LT,2020,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,38500
BMW,X5 xDrive40i,2020,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,50000
Lamborghini,Huracan LP580-2,2017,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,210000
Audi,S4 3.0T Premium,2019,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,48000
Mazda,MX-5 Miata Club,2021,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,28000
Volvo,XC70 3.2,2008,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,,11400
Honda,Element EX,2008,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,At least 1 accident or damage reported,11000
Lexus,ES 350 Base,2016,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,25995
Jaguar,E-PACE S,2019,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,29000
Toyota,Highlander SE,2019,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,30000
Ford,Expedition EL King Ranch,2011,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Brown,None reported,14300
Cadillac,ATS 3.6L Luxury,2013,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,None reported,17999
Honda,Pilot EX-L,2016,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,19900
Land,Rover Discovery SE,2018,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,None reported,29993
Toyota,Tacoma SR,2022,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,36500
Jeep,Wrangler Sport,2016,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,23000
Honda,Civic LX,2016,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,None reported,15599
Land,Rover LR2 Base,2015,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,None reported,11995
Hyundai,Genesis Coupe 3.8 Base,2015,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,17000
Chevrolet,Tahoe LT,2022,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,None reported,63900
FIAT,124 Spider Abarth,2017,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,22500
BMW,M6 Base,2015,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,59549
Lincoln,LS V8,2002,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,11000
Land,Rover Range Rover Evoque S,2020,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,At least 1 accident or damage reported,31000
Mercedes-Benz,S-Class S500,2005,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,7000
Cadillac,Escalade Platinum,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,54000
BMW,X4 xDrive30i,2022,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,None reported,46000
McLaren,570S Spider,2020,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,185000
Tesla,Model 3 Performance,2020,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,None reported,45999
BMW,X5 xDrive40i,2019,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gold,None reported,43000
Hummer,H2 SUT,2006,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,None reported,29994
Tesla,Model X Long Range Plus,2021,557.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,69000
BMW,535 i xDrive,2013,306.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,At least 1 accident or damage reported,17000
Chevrolet,Tahoe LT,2018,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,37900
Chevrolet,Camaro 2SS,2016,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,32500
Kia,Sorento LX V6,2019,3.3L V6 24V GDI DOHC,8-Speed Automatic,Satin Black,At least 1 accident or damage reported,20708
BMW,750 750i xDrive,2021,4.4 Liter Twin Turbo,Automatic,Black,None reported,73998
BMW,M5 Base,2008,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,None reported,21000
Mitsubishi,Outlander Sport 2.4 SE,2016,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,None reported,11970
MINI,Hardtop Cooper,2019,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,24000
Porsche,Cayman Base,2011,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,None reported,30000
Dodge,Ram 1500 ST,2007,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,16000
Buick,Encore GX Essence,2020,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Ebony,None reported,21999
Ford,F-150 Lariat,2011,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,None reported,14000
Porsche,911 Turbo,2018,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,169000
Lexus,ES 250 Base,2021,2.5 Liter,Automatic,Black,None reported,39998
Mercedes-Benz,C-Class C 300 4MATIC,2020,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,None reported,35500
Hummer,H2 Base,2005,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,19500
Mercedes-Benz,E-Class E 350,2012,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,12000
Ford,Mustang Premium,2007,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,9000
Ford,EcoSport SES,2019,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,12000
Hyundai,Genesis 3.8,2015,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,,20150
Cadillac,CTS Luxury,2012,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,18955
GMC,Yukon Denali,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,44500
Ford,Shelby GT500 Base,2022,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,94999
Lexus,IS 350 Base,2014,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,18000
Maserati,Ghibli S Q4,2017,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,None reported,27995
GMC,Yukon XL Denali,2023,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,None reported,92888
Ford,Shelby GT500 Base,2021,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,82950
INFINITI,M56 Base,2011,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,At least 1 accident or damage reported,8500
Audi,Q5 S line Premium,2022,2.0 Liter TFSI,Automatic,Black,None reported,42598
INFINITI,Q70 3.7,2014,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,19995
Nissan,GT-R Black Edition,2015,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,95000
BMW,M235 i,2015,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,25999
Cadillac,XT5 Premium Luxury,2021,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,28500
Toyota,Corolla S Plus,2016,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,16000
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,None reported,72000
Audi,Q5 3.0T Premium Plus,2015,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,19000
Audi,Q5 S line Premium Plus,2022,2.0 Liter TFSI,Automatic,Black,None reported,40598
BMW,330 i,2019,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,27500
Chevrolet,Corvette Stingray w/3LT,2022,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,89900
Lexus,RX 350 Base,2021,3.5L V6 24V PDI DOHC,8-Speed Automatic,Gray,At least 1 accident or damage reported,42599
Cadillac,CT5-V Blackwing,2023,6.2L V8 16V GDI OHV Supercharged,10-Speed Automatic,Gray,None reported,104900
BMW,535 i xDrive,2011,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,None reported,9999
Lexus,CT 200h Premium,2014,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Brown,None reported,14000
Ferrari,GTC4Lusso T,2018,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Red,None reported,197499
Mercedes-Benz,C-Class C 300 4MATIC,2021,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,38500
Porsche,911 Carrera S,2007,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,56000
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,44000
BMW,X7 xDrive40i,2021,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Brown,At least 1 accident or damage reported,71200
Lexus,GX 460 Base,2015,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,37500
Porsche,911 Carrera 4S,2017,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,None reported,97555
BMW,M3 CS,2024,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,145000
BMW,M4 Base,2017,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,52999
BMW,M3 Base,2015,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Black,None reported,40000
Land,Rover Discovery Sport SE R-Dynamic,2020,2.0 Liter,Automatic,Black,None reported,37998
Ford,F-250 Lariat,2016,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,None reported,38900
Nissan,370Z Touring,2012,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,21500
Honda,Accord EX-L,2014,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,At least 1 accident or damage reported,18987
Toyota,Sequoia Platinum,2023,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,None reported,85000
Ford,Shelby GT500 Base,2014,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,None reported,61900
Tesla,Model Y Long Range,2022,425.0HP Electric Motor Electric Fuel System,A/T,White,None reported,49500
Cadillac,Escalade ESV Base,2007,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,9750
Lamborghini,Huracan LP610-4,2015,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,None reported,185500
Porsche,718 Boxster S,2018,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,55000
Mercury,Marauder Base,2003,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,At least 1 accident or damage reported,15500
GMC,Sierra 1500 SLE,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,24500
Lexus,CT 200h Premium,2015,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,At least 1 accident or damage reported,16500
Cadillac,Escalade Premium,2010,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,–,None reported,19500
Ford,Expedition Platinum,2019,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Platinum,None reported,48295
Mercedes-Benz,SL-Class SL550 Roadster,2008,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,34500
Kia,Forte Koup EX,2013,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,–,At least 1 accident or damage reported,5500
Volvo,V60 Cross Country T5,2020,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,36000
Ford,F-150 XLT,2016,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,–,At least 1 accident or damage reported,24350
Kia,K5 EX,2021,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,None reported,28998
Maserati,Quattroporte S GranLusso,2017,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,39100
Nissan,GT-R Premium,2017,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,None reported,149500
Tesla,Model S 90D,2016,417.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,35900
Chrysler,300 S,2014,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,None reported,15999
Mitsubishi,Lancer Evolution IX,2006,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,None reported,57000
Chevrolet,Suburban 1500 LTZ,2011,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,None reported,9950
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,22800
BMW,X6 M Base,2022,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black,None reported,98900
Ford,Expedition Limited,2023,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,At least 1 accident or damage reported,63500
BMW,335 i,2011,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,16000
INFINITI,QX60 Base,2016,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,21500
Porsche,Cayman GTS,2015,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,–,None reported,72000
Dodge,Viper GTC,2017,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,M/T,Black,None reported,489995
Lexus,IS 250 Base,2011,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,11400
Mercedes-Benz,AMG GT C,2020,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,129000
Jeep,Grand Cherokee Limited,2015,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,None reported,17000
Mercedes-Benz,AMG G 63 4MATIC,2022,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,,244896
Toyota,Camry Solara SLE,2007,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,14995
Cadillac,CT5 Premium Luxury,2023,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,46900
INFINITI,QX80 Base,2014,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,18900
BMW,X7 xDrive40i,2023,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Brown,None reported,87000
BMW,325 xi,2006,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,4000
Mercedes-Benz,CLK-Class 550,2007,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,At least 1 accident or damage reported,10000
BMW,435 Gran Coupe i,2015,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,None reported,24995
Hyundai,Tucson SE,2007,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,8200
Kia,Niro Plug-In Hybrid EX Premium,2022,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,Charcoal,None reported,31995
Mercedes-Benz,E-Class E 350,2022,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,53000
Land,Rover Range Rover 3.0L Supercharged HSE,2016,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,33999
Toyota,Highlander Limited Platinum,2015,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,23500
Nissan,370Z Base,2009,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,15900
RAM,1500 Laramie,2022,5.7L V8 16V MPFI OHV,8-Speed Automatic,Black,None reported,46999
Lincoln,Nautilus Reserve,2021,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Slate,None reported,46850
GMC,Sierra 1500 Denali Ultimate,2023,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,None reported,84000
Ford,Ranger Sport SuperCab,2009,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,6999
Honda,S2000 CR,2008,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,M/T,Black,None reported,62000
